sec	lat	lon	z	mag
3318511136.55	15.866052	-61.666414	7887.695	1.37
3318495602.31	15.882301	-61.591017	10045.898	2.15
3318473695.37	15.681739	-61.458489	10019.531	1.82
3318453432.35	15.860837	-61.654276	3770.508	1.6
3318450434.61	15.844405	-61.620932	10316.162	1.81
3318429232.59	15.814533	-61.556072	12557.373	2.33
3318427459.06	15.832954	-61.602741	14073.486	2.87
3318422946.85	15.746833	-61.510167	10530	1.9
3318416377.12	15.823333	-61.622	8240	2.23
3318404962.23	15.962229	-61.652413	6394.043	2.45
3318395200.74	15.822992	-61.592443	13216.553	1.86
3318381933.39	15.976431	-61.649848	7020.264	1.92
3318371929.14	15.739153	-61.553412	14080.078	2.05
3318360657.31	15.824435	-61.605038	9808.594	1.98
3318344749.2	15.882013	-61.64309	9360.352	1.84
3318342892.6	15.853667	-61.594333	6890	1.72
3318324399.1	15.78613	-61.556064	13809.814	2.13
3318318982.93	15.827456	-61.633618	4317.627	2.33
3318316938.84	15.814025	-61.586606	15457.764	2.01
3318308767.66	15.838661	-61.644776	2548.34	1.6
3318308592.06	15.934346	-61.617379	2043.457	1.52
3318297789.73	15.980414	-61.655001	4976.807	1.86
3318296954.96	15.980909	-61.659122	5833.74	2.44
3318291093.36	15.71387	-61.579707	7086.182	1.98
3318285556.69	15.736048	-61.567198	11799.316	2.59
3318279657.12	15.828914	-61.687144	5570.068	1.61
3318279204.65	15.871833	-61.634833	3510	2.66
3318278550.5	15.840653	-61.646836	7185.059	3.03
3318252676.74	15.856606	-61.633807	65.918	1.49
3318220937.56	15.874167	-61.655	11710	3.09
3318173813.29	15.829707	-61.618007	9294.434	2.37
3318170325.64	15.910176	-61.626118	3922.119	2.34
3318168297.66	15.906194	-61.617535	8009.033	2.32
3318130890.77	15.832932	-61.642542	2867.432	2.13
3318125590.59	15.74577	-61.545765	10711.67	2.69
3318099241.2	15.86955	-61.651661	9953.613	2.42
3318080634.39	15.734061	-61.541818	8239.746	3.79
3318071782.73	15.762218	-61.520386	12623.291	2.78
3318036486.1	15.898333	-61.647	11080	2.05
3318000798.34	15.831689	-61.638595	4416.504	2.54
3317996577.7	15.826997	-61.500149	11568.604	2.88
3317933155.61	15.91242	-61.621485	13645.02	2.11
3317921464.57	15.828962	-61.613032	3197.021	2.46
3317902040.12	15.829167	-61.628167	10640	2.86
3317894684.3	15.990137	-61.644192	5603.027	2.95
3317873158.38	15.872802	-61.6309	32.959	2.93
3317870759.08	15.990881	-61.649171	4383.545	2.69
3317862095.04	15.992873	-61.651233	4581.299	2.55
3317858722.42	15.989884	-61.649857	5306.396	2.51
3317849381.26	15.867167	-61.653	4100	2.66
3317836328.94	15.713632	-61.469457	14238.281	2.36
3317829921.63	15.849167	-61.611833	14880	2.03
3317822007.05	15.712886	-61.525182	8931.885	2.59
3317819913.05	15.75648	-61.562059	3295.898	2.59
3317812043.25	15.8015	-61.610667	1450	2.57
3317805902.19	15.889333	-61.624833	-20	2.18
3317797710.83	15.689833	-61.5065	11130	2.96
3317794138.03	15.980922	-61.639207	6822.51	2.99
3317792604.66	15.729304	-61.389033	494.385	4.1
3317792596.94	15.684482	-61.479233	15589.6	3.64
3317782026.61	15.832704	-61.602912	13776.855	2.65
3317779111.08	15.895667	-61.634833	-10	2.43
3317774128.43	15.84165	-61.646151	4812.012	2.64
3317758724.86	15.811833	-61.579833	3690	1.8
3317757880.25	15.86782	-61.628838	32.959	4
3317749442.8	15.739333	-61.562167	7960	2.73
3317739363.59	15.866842	-61.591775	823.975	2.19
3317737169.98	15.826461	-61.630872	4713.135	2.14
3317731388.75	15.834696	-61.605658	11271.973	2.39
3317727304.53	15.882301	-61.552314	32.959	2.47
3317708206.31	15.866606	-61.548707	12062.988	1.81
3317701177.49	15.825742	-61.566539	24060.059	2.07
3317697211.62	15.843662	-61.613211	3361.816	1.93
3317692184.21	15.828466	-61.609257	8009.033	2.01
3317690796.67	15.825692	-61.664667	7316.895	2.08
3317686742.2	15.994125	-61.640074	4680.176	2.66
3317678768.61	15.8409	-61.649753	692.139	2.04
3317674886	15.82898	-61.569457	32.959	2.2
3317670010.31	15.822	-61.594833	13000	2.81
3317669880.76	15.997859	-61.645742	4910.889	2.39
3317669657.43	15.564333	-61.814	5000	2.74
3317663251.98	15.787132	-61.531023	13809.814	2.9
3317657219.71	15.960784	-61.51886	14347.656	1.8
3317654574.11	15.80654	-61.612677	1153.564	2.18
3317647685.36	15.8075	-61.612667	8840	1.84
3317642051.22	15.882214	-61.590392	3164.062	2.31
3317641082.17	15.98291	-61.647449	5504.15	2.19
3317637333.99	15.713581	-61.656008	56535.156	2.99
3317633816.44	15.918418	-61.578239	14172.363	2.17
3317628556.21	15.808833	-61.6295	8210	2.51
3317628247.29	15.694444	-61.549183	12491.455	3.09
3317623853.98	15.875572	-61.56175	4020.996	2.29
3317621506.84	15.817507	-61.601361	12689.209	2.62
3317620347.06	15.745167	-61.660167	2000	2.73
3317618576.11	15.864091	-61.614252	11997.07	1.55
3317615049.41	15.746023	-61.5233	12590.332	2.18
3317612803	15.853131	-61.609442	13710.938	1.93
3317611755.04	15.831463	-61.592103	14534.912	2.92
3317610494.61	15.803069	-61.569792	12359.619	2.18
3317607303.95	15.843646	-61.642034	14172.363	2.54
3317606891.74	15.822667	-61.620667	9770	2.45
3317606244.35	15.819667	-61.625	5250	2.07
3317603506.37	15.763202	-61.579383	12491.455	3.29
3317602341.9	15.720101	-61.570622	2834.473	2.27
3317599391.64	15.987142	-61.652431	6394.043	2.4
3317598786.06	15.723839	-61.568737	12030.029	2.37
3317596163.12	15.705625	-61.370699	11183.594	2.67
3317594059.29	15.752739	-61.575263	5504.15	2.33
3317591719.41	15.667333	-61.389333	3000	2.66
3317590687.28	15.993871	-61.648143	5042.725	2.82
3317590081.53	15.835445	-61.602742	1944.58	1.83
3317585998.14	15.998852	-61.650207	4449.463	2.95
3317583321.05	15.788583	-61.644571	7086.182	2.68
3317581309.56	15.816833	-61.613167	2510	2.04
3317580153.01	15.849667	-61.62	11390	2.12
3317578185.34	15.815833	-61.614333	2530	2.1
3317577417.6	15.987391	-61.651916	5438.232	2.84
3317577317.03	15.858167	-61.607333	8000	2.1
3317574870.78	15.993379	-61.638185	5108.643	4
3317573054.38	15.855	-61.593167	25100	3.01
3317572020.37	15.879333	-61.516667	27000	2.96
3317571813.71	15.752	-61.564167	4000	2.16
3317571734.06	15.832667	-61.6045	12820	2.37
3317570706.94	15.818491	-61.627436	3394.775	3.1
3317570217.96	15.787	-61.647	2910	2.32
3317569795.55	15.859097	-61.635525	19884.766	2.59
3317569710.84	15.810517	-61.630176	3922.119	2.53
3317568557.5	15.756733	-61.548511	13612.061	3.11
3317567848.55	15.740167	-61.514167	19610	2.88
3317567782.12	15.80182	-61.578196	10349.121	2.36
3317567665.9	15.746333	-61.691167	13800	3.7
3317567425.64	15.820489	-61.61886	3790.283	2.74
3317566109.47	15.808859	-61.63898	7382.812	4.4
3317565958.68	15.810538	-61.585576	13018.799	5.67
3317482408.73	15.70217	-61.541126	8371.582	2.19
3317479542.8	15.748265	-61.527244	12425.537	2.24
3317462055.27	15.742784	-61.527243	10843.506	2.53
3317376752.01	15.840167	-61.6815	40	2.7
3317354597.91	15.833933	-61.635337	2801.514	2.3
3317282432.56	15.843133	-61.662965	6701.172	1.81
3317269312.47	15.786132	-61.548518	13150.635	2.33
3317231040.85	15.997362	-61.643338	5240.479	2.37
3317166324.71	15.850651	-61.583704	856.934	2.22
3317161779.51	15.736053	-61.54662	2043.457	2.34
3317149293.03	15.734062	-61.536331	13249.512	2.21
3317143167.02	15.7295	-61.537667	12460	2.21
3317094518.38	15.995115	-61.651063	5075.684	2.22
3317090678.57	15.998852	-61.650207	4449.463	2.32
3317086373.99	15.817167	-61.590167	12200	2.82
3317086204.75	15.814522	-61.591753	13414.307	2.44
3317073000.13	15.763667	-61.513	12630	2.83
3317055686.27	15.810291	-61.578542	7514.648	2.05
3317004185.41	15.79335	-61.425535	137636.719	2.5
3316982279.77	15.992132	-61.64076	6262.207	2.08
3316978376.84	15.806813	-61.538401	1647.949	2.48
3316968444.37	15.806813	-61.537715	65.918	2.42
3316968210.67	15.815783	-61.537717	9030.762	2.74
3316960518.74	15.915428	-61.580297	16413.574	2.14
3316908541.68	15.813789	-61.541834	12985.84	2.57
3316877276.25	15.812048	-61.514901	16710.205	2.32
3316869806.59	15.739833	-61.5365	12150	2.48
3316867496.61	15.731667	-61.563167	10240	2.77
3316835486.52	15.803158	-61.603785	16927.734	1.98
3316800316.53	15.854135	-61.592285	131.836	1.87
3316768253.18	15.810539	-61.580773	13612.061	2.02
3316767125.91	15.824333	-61.5955	12550	1.95
3316754233.81	15.840352	-61.569304	10441.406	2.17
3316742344.93	15.762953	-61.578182	12854.004	1.58
3316738671.57	15.84016	-61.637571	9469.727	1.65
3316727637.74	15.734553	-61.568912	9887.695	1.41
3316724606.07	15.820256	-61.581291	1977.539	1.57
3316717280.04	15.816514	-61.592783	13809.814	3.01
3316710049.18	15.816283	-61.481107	1977.539	2.06
3316702107.25	15.808806	-61.541146	12458.496	2.07
3316684384.14	15.993873	-61.64471	5306.396	1.83
3316663472.67	15.8145	-61.630333	5660	1.94
3316658013.76	15.994869	-61.646084	4779.053	1.87
3316622031.32	15.706904	-61.539584	12293.701	2.36
3316616126.02	15.824752	-61.537032	1516.113	2.15
3316605539.88	15.787614	-61.592084	15523.682	1.83
3316538233.1	15.703169	-61.484889	11931.152	1.11
3316532929.84	15.82518	-61.683538	8964.844	1.37
3316529244.92	15.966752	-61.575167	13974.609	1.4
3316528256.8	15.811272	-61.616282	16193.359	1.57
3316522075.12	15.827333	-61.613833	8860	2.17
3316495212	15.732064	-61.558279	1911.621	2.05
3316492427.16	15.997859	-61.645742	4647.217	1.65
3316470503.83	15.835	-61.5115	14660	2.24
3316448326.8	15.806068	-61.516616	2010.498	1.83
3316438588.8	15.816644	-61.512312	7962.891	1.91
3316428450.07	15.813	-61.5425	8010	2.12
3316427543.13	15.865567	-61.646853	7712.402	1.8
3316419229.04	15.846667	-61.641	1810	1.81
3316411406.86	15.907423	-61.646196	18786.621	2.14
3316406437.25	15.82797	-61.603767	13809.814	2.73
3316353222.98	15.867069	-61.63553	9755.859	1.92
3316330828.06	15.8105	-61.520833	0	2.38
3316299214.47	15.995787	-61.615486	-1769.531	0.55
3316290687.86	15.728832	-61.484716	10250.244	2.49
3316280737.38	15.984652	-61.650712	527.344	0.71
3316241166.11	15.7925	-61.586833	10260	2.84
3316235775.07	15.99487	-61.644367	5042.725	2.16
3316219754.39	15.864667	-61.657	5000	2.71
3316173667.74	15.790863	-61.559668	11140.137	2.09
3316171687.63	15.980172	-61.642812	10349.121	1.56
3316171538.04	15.995371	-61.639903	5174.561	4.6
3316147634.5	15.84788	-61.643581	32.959	1.13
3316139508.32	15.895667	-61.342167	15410	2.79
3316066617.86	15.800588	-61.510784	2010.498	1.83
3316056379.09	15.994375	-61.639559	6097.412	1.61
3316054127.96	15.821839	-61.615937	17349.609	1.73
3316041804.14	15.803152	-61.514817	8384.766	1.59
3316028490.29	15.839449	-61.549559	16555.908	1.57
3316024908	15.852626	-61.622138	3075.684	1.61
3316024578.43	15.855595	-61.657141	3098.145	1.93
3316007464.03	15.856841	-61.655598	32.959	1.66
3315991832	15.884246	-61.656991	14776.123	1.95
3315991328.69	15.844662	-61.606349	5998.535	1.5
3315975647.15	15.816744	-61.633096	329.59	1.23
3315970544.31	15.811012	-61.634293	32.959	1.68
3315964627.08	15.722098	-61.557591	8503.418	1.98
3315963681.04	15.837687	-61.604287	7426.27	1.44
3315959648.92	15.8575	-61.627833	9270	2.1
3315942812.11	15.867667	-61.6415	5000	1.75
3315938437.07	15.854618	-61.62557	856.934	1.43
3315928951.75	15.844411	-61.610295	1680.908	2.07
3315910055.71	15.774867	-61.663256	17841.309	1.52
3315909710.71	15.842168	-61.611495	7250.977	1.56
3315907985.77	15.778337	-61.686928	16852.539	1.52
3315906391.59	15.808167	-61.519333	7310	2.16
3315901032.38	15.850391	-61.608926	10250.244	1.72
3315893298.72	15.817988	-61.63567	2340.088	1.68
3315890670.63	15.987892	-61.648139	5767.822	3.22
3315887151.1	15.924364	-61.646207	15227.051	1.26
3315870618.12	15.852364	-61.644271	8140.869	2.26
3315867316.18	15.815533	-61.54029	5240.479	2.48
3315862385.73	15.864322	-61.646338	32.959	1.37
3315852310.87	15.776401	-61.594995	14897.461	1.79
3315846468.74	15.785132	-61.562925	14271.24	2.6
3315819805.75	15.865579	-61.627636	6767.09	1.71
3315816095.16	15.967237	-61.607097	12722.168	2.56
3315778877.4	15.849882	-61.628828	7525.146	1.29
3315769417.1	15.901937	-61.654086	14743.164	1.48
3315762473.78	15.780893	-61.574072	14304.199	1.84
3315759026.69	15.901667	-61.596333	14730	2.08
3315754073.84	15.875042	-61.635535	7755.859	1.42
3315740398.49	15.990884	-61.645051	4976.807	2.55
3315740013.08	15.899208	-61.635035	32.959	2.17
3315736835.46	15.794854	-61.539085	8744.629	1.96
3315720862.01	15.695944	-61.515236	13480.225	2.07
3315711876.48	15.840175	-61.611494	3559.57	1.56
3315711167.02	15.859364	-61.600694	32.959	1.96
3315709724.36	15.830833	-61.510167	3520	1.95
3315701093.15	15.844667	-61.607333	10120	1.97
3315693551.22	15.819261	-61.57786	2482.422	1.63
3315676752.45	15.813024	-61.598614	13150.635	2.46
3315666330.42	15.715628	-61.503749	21357.422	2.73
3315588703.8	15.90421	-61.59694	16578.369	2.08
3315519689.93	15.852363	-61.645986	560.303	1.73
3315513668.47	15.748407	-61.544927	14422.852	3
3315513624.52	15.755989	-61.525359	14172.363	3.16
3315505538.68	15.813667	-61.5355	9830	2.33
3315499445.9	15.814536	-61.542691	6361.084	2.44
3315475207.78	15.739793	-61.534788	8800.049	2.5
3315471206.16	15.802817	-61.578197	13117.676	2.29
3315440680.21	15.837921	-61.632252	14139.404	2.46
3315434459.52	15.829468	-61.598278	8140.869	2.3
3315427347.91	15.834	-61.627667	12210	2.96
3315426001.75	15.84815	-61.606008	7514.648	2.62
3315415668.72	15.836682	-61.620756	1252.441	2.1
3315403775.98	15.74976	-61.529645	9459.229	2.41
3315403351.62	15.865833	-61.609833	8310	1.49
3315401753.97	15.794344	-61.582653	7624.023	1.95
3315395789.61	15.69395	-61.519008	10513.916	2.14
3315390011.66	15.784882	-61.567213	12985.84	2.13
3315380353.29	15.832203	-61.608745	10151.367	1.81
3315374724.46	15.728333	-61.5695	13890	2.37
3315368970.86	15.827222	-61.605311	9755.859	1.68
3315347418.45	15.794104	-61.554351	13084.717	2.52
3315330223.38	15.660315	-61.494492	29201.66	2.33
3315329161.39	15.850629	-61.630372	11117.676	1.96
3315315445.91	15.692206	-61.519865	12590.332	2.07
3315304378.93	15.732816	-61.536845	10359.619	1.86
3315304310.75	15.859082	-61.657487	1955.078	1.61
3315296648.19	15.814788	-61.527424	2043.457	1.74
3315265898.14	15.825477	-61.60754	14798.584	2.59
3315251177.12	15.854119	-61.6266	13051.758	2.41
3315236973.36	15.740041	-61.539075	12194.824	2.39
3315230868.55	15.725	-61.529833	9060	2.22
3315228272.2	15.617667	-61.653333	85220	2.87
3315215849.09	15.705909	-61.52381	15260.01	2.61
3315214718.16	15.73182	-61.535473	3922.119	3.46
3315212730.51	15.703167	-61.537011	9953.613	2.58
3315204756.86	15.818774	-61.523994	15227.051	2.43
3315200888.85	15.842904	-61.631912	32.959	1.72
3315188821.89	15.778911	-61.522617	6525.879	2.28
3315174697.65	15.697936	-61.473745	17039.795	2.66
3315169659.31	15.8405	-61.662	2990	2.49
3315144274.33	15.780653	-61.534795	14864.502	2.74
3315141431.05	15.742031	-61.555538	4416.504	1.83
3315137082.38	15.831194	-61.632762	6591.797	1.65
3315134155.25	15.734065	-61.486259	2043.457	1.76
3315131941.2	15.705409	-61.538898	8470.459	2.29
3315122983.68	15.862582	-61.639988	7580.566	2.03
3315085298.81	15.873557	-61.615973	14281.738	1.96
3315060973.44	15.733066	-61.535645	11271.973	2.62
3315045039.77	15.566667	-61.939167	2000	2.76
3314994419.95	15.797806	-61.637201	725.098	2.38
3314988389.54	15.704665	-61.493462	12897.461	1.8
3314983368.88	15.851368	-61.644613	10118.408	1.77
3314968461.86	15.804325	-61.508554	131.836	2.01
3314940464.78	15.778369	-61.64302	131.836	1.8
3314938323.82	15.812498	-61.540183	10177.734	2.04
3314928004.79	15.800833	-61.599667	10580	2.55
3314920895.99	15.862335	-61.636728	7547.607	1.97
3314901605.85	15.822745	-61.587125	13117.676	2.7
3314878355.29	15.743033	-61.528787	461.426	1.75
3314877988	15.735555	-61.547649	7755.859	2.37
3314857988.59	15.795328	-61.718651	11285.156	1.83
3314839718.68	15.783646	-61.498776	1878.662	1.88
3314834279.16	15.757234	-61.526559	14534.912	2.51
3314832921.72	15.796742	-61.660771	10441.406	2.12
3314820785.78	15.808772	-61.630347	14172.363	1.45
3314813951.19	15.823747	-61.571342	8635.254	1.82
3314811139.32	15.840623	-61.688012	329.59	1.72
3314797488.32	15.704911	-61.535811	2010.498	1.73
3314793712.27	15.860833	-61.559167	21180	1.72
3314781780.62	15.73854	-61.566169	5778.32	1.81
3314775463.98	15.731888	-61.595917	18931.641	2.11
3314757434.63	15.708401	-61.523124	2010.498	2.06
3314756156.41	15.830658	-61.520705	7277.344	2.38
3314755436.94	15.837174	-61.631393	7492.188	1.37
3314735055.81	15.835713	-61.542524	7689.941	1.77
3314733019.45	15.822511	-61.523479	2383.545	2.41
3314730693.65	15.789854	-61.597403	13358.887	1.58
3314723983.95	15.696941	-61.511464	9459.229	2.14
3314723240.93	15.840333	-61.543667	-20	2.11
3314712630.19	15.934376	-61.509589	14413.574	1.55
3314709272	15.680163	-61.598947	25523.438	1.67
3314706373.49	15.746	-61.581167	13540	1.98
3314695437.01	15.827976	-61.591416	5042.725	2.7
3314692349.05	15.687722	-61.514721	14083.984	1.19
3314691768.45	15.866645	-61.557151	12128.906	1.56
3314686648.56	15.828066	-61.532319	11759.766	2.29
3314684046.81	15.786202	-61.526254	14291.016	2.27
3314644023.12	15.843439	-61.531031	10843.506	3.06
3314626973.72	15.985408	-61.63715	7020.264	1.84
3314620482.94	15.837956	-61.542696	13743.896	2.69
3314610350.58	15.932377	-61.554901	18654.785	2.14
3314609776.61	15.738436	-61.728049	131.836	2.56
3314604544.62	15.855	-61.626	5650	1.2
3314604056.52	15.999624	-61.607456	4086.914	2.44
3314598792.52	15.750965	-61.638543	2020.996	1.68
3314597651.82	15.839699	-61.545956	2570.801	2.26
3314594681.89	15.868025	-61.620056	3480.469	1.7
3314584438.4	15.737833	-61.8255	22000	3.01
3314573864.01	15.782348	-61.654	9469.727	2.3
3314570849.92	15.74599	-61.625507	65.918	1.77
3314569075.28	15.951	-61.499667	50000	2.56
3314567848.63	15.789872	-61.53291	9426.27	2.42
3314554982.73	15.751778	-61.615744	16558.594	1.98
3314549932.79	15.750008	-61.537705	12567.871	1.48
3314540486.91	15.84788	-61.643925	32.959	2.03
3314538498.09	15.879995	-61.67878	2086.914	1.35
3314533396.62	15.662308	-61.490378	2043.457	1.27
3314520432.5	15.764705	-61.54817	14271.24	2.01
3314518085.87	15.978179	-61.642811	7844.238	1.71
3314509941.65	15.727087	-61.526727	12854.004	2.71
3314509366.96	15.740044	-61.482829	14567.871	2.63
3314502252.29	15.845678	-61.546644	8898.926	2.4
3314499440.67	15.840451	-61.501864	8997.803	2.53
3314498674.22	15.845434	-61.504953	8997.803	2.36
3314487806.54	15.860632	-61.495173	12458.496	3.19
3314480522.8	15.714631	-61.49209	1977.539	1.51
3314480289.33	15.818765	-61.56791	9558.105	1.95
3314473982.61	15.679251	-61.501349	2043.457	2.51
3314463700.2	15.881025	-61.628675	5910.156	1.84
3314449440.07	15.706654	-61.54147	2086.914	1.61
3314432530.39	15.8312	-61.621783	7228.516	1.94
3314426459.67	15.836708	-61.553504	1516.113	1.45
3314423484.07	15.851137	-61.610813	6591.797	1.55
3314421329.11	15.77592	-61.531535	16545.41	1.8
3314400776.06	15.731067	-61.560337	10744.629	2.24
3314391187.47	15.985909	-61.632	8009.033	2.58
3314372518.43	15.880833	-61.6315	1230	1.37
3314372465.29	15.659766	-61.651855	8173.828	2.01
3314327647.32	15.815786	-61.508897	65.918	2.19
3314321076.54	15.636667	-61.495333	4390	1.93
3314314740.7	15.81925	-61.605307	1318.359	1.66
3314301823.11	15.833333	-61.647	5420	2.63
3314301822.34	15.877021	-61.620058	4957.031	2.64
3314301765.19	15.834179	-61.640313	3032.227	2.88
3314301003.66	15.805254	-61.323981	1054.688	2.74
3314297964.69	15.811763	-61.628976	9294.434	1.98
3314295895.37	15.671776	-61.503749	2373.047	1.6
3314295391.96	15.853667	-61.624667	2590	3.05
3314291138.49	15.853667	-61.628333	2590	2.55
3314288198.14	15.723846	-61.543702	12425.537	2.02
3314285179.71	15.845649	-61.624879	6767.09	1.6
3314280413.68	15.852134	-61.610127	6569.336	1.6
3314277607.83	15.835717	-61.511643	65.918	2.04
3314253498.94	15.828489	-61.535832	13348.389	2.15
3314241741.16	15.813517	-61.609936	494.385	2.28
3314218289.97	15.769941	-61.530849	10062.988	1.94
3314208229.11	15.668633	-61.351499	1371.094	1.55
3314207461.75	15.5865	-61.550167	12340	1.89
3314195775.06	15.988396	-61.639212	7415.771	2.02
3314187484.41	15.830199	-61.630703	8569.336	1.77
3314178586.34	15.94781	-61.595071	18061.523	2
3314174992.88	15.763714	-61.491917	2010.498	2.26
3314139033.51	15.888026	-61.571707	18588.867	2.03
3314133553.23	15.824242	-61.582665	14633.789	1.95
3314129144.56	15.9125	-61.591	22340	2.38
3314116139.38	15.836685	-61.615266	4416.504	2.69
3314102280.22	15.91693	-61.444714	30695.312	1.31
3314099319.59	15.706157	-61.466372	14436.035	2.12
3314090148.14	15.666792	-61.478378	11997.07	1.54
3314083068.57	15.662807	-61.49072	11997.07	2.01
3314048695.69	15.817	-61.525167	31000	2.33
3314048376.45	15.709398	-61.480259	15194.092	1.86
3314043916.62	15.737049	-61.552793	725.098	1.74
3314042681.73	15.833967	-61.554018	428.467	1.78
3314037461.18	15.719353	-61.57388	12425.537	2.05
3314032799.71	15.761804	-61.647539	14976.562	1.85
3314022670.37	15.803822	-61.544576	6525.879	1.58
3314015481.88	15.752502	-61.511296	14106.445	2.05
3314000484.2	15.833973	-61.516275	32.959	2.16
3313963948.75	15.865835	-61.614081	32.959	1.71
3313950887.9	15.784368	-61.607348	8305.664	2.11
3313936676.53	15.850161	-61.553851	7778.32	1.73
3313922383.63	15.802323	-61.562072	9624.023	1.85
3313908807.08	15.825751	-61.510956	2043.457	1.78
3313899410.69	15.634901	-61.503062	131.836	1.82
3313891972.36	15.578009	-61.694293	22675.781	2.61
3313877193.18	15.818525	-61.523479	11634.521	1.99
3313876182.23	15.768944	-61.527418	8239.746	1.79
3313857480.78	15.826499	-61.509413	7020.264	2.31
3313845943.68	15.642863	-61.430386	2241.211	1.64
3313835513.55	15.777902	-61.578874	9294.434	1.46
3313832378.02	15.93184	-61.643123	14897.461	1.63
3313809805.73	15.856604	-61.637925	1647.949	1.13
3313807545.26	15.8335	-61.6665	380	1.97
3313806724.68	15.634392	-61.431417	8239.746	2.97
3313805460.11	15.647598	-61.433642	2010.498	3.13
3313792432.36	15.784856	-61.628274	65.918	1.62
3313759355.89	15.83995	-61.53652	9722.9	2.92
3313750545.32	15.830226	-61.56757	13051.758	1.51
3313746284.22	15.813543	-61.507353	1944.58	1.8
3313744037.5	15.823509	-61.50255	11832.275	3.15
3313740952.64	15.787167	-61.5875	14820	1.59
3313735181.06	15.81603	-61.54921	14139.404	3.22
3313734960.68	15.81429	-61.520905	1713.867	2.95
3313723304.1	15.732167	-61.505833	11480	1.88
3313714806.75	15.709148	-61.4698	14545.41	1.68
3313705335.49	15.81952	-61.536517	2010.498	1.68
3313693901.13	15.844653	-61.62282	7030.762	1.43
3313691569.99	15.755947	-61.64129	12963.379	1.93
3313686427.09	15.819667	-61.5135	980	2.97
3313685341.53	15.823758	-61.500663	15358.887	2.2
3313664125.51	15.818005	-61.60342	8140.869	1.95
3313643058.11	15.819167	-61.5425	10800	2.7
3313624843.95	15.822496	-61.587982	8800.049	2.72
3313619037.61	15.736556	-61.504436	10942.383	2.18
3313611105.97	15.783644	-61.531365	16842.041	2.22
3313601639.83	15.818526	-61.516617	32.959	2.22
3313568229.72	15.68224	-61.519864	12040.527	1.92
3313566556.9	15.750509	-61.497576	17006.836	1.88
3313565836.37	15.521	-61.944833	58010	2.42
3313564940.57	15.748515	-61.489345	22916.992	1.61
3313562886.46	15.871167	-61.62	10500	1.49
3313562272.73	15.873805	-61.618203	4888.428	1.79
3313561667.26	15.67078	-61.507177	16215.82	1.79
3313555935.03	15.982704	-61.54221	14083.984	1.8
3313551640.73	15.797096	-61.542345	32.959	1.53
3313548987.98	15.921409	-61.574121	14963.379	1.81
3313547977.64	15.724597	-61.496205	22653.32	1.81
3313547126.3	15.7657	-61.444924	9239.014	3.17
3313545917.31	15.79685	-61.517816	2043.457	2.17
3313538172.06	15.810052	-61.539946	10623.291	1.68
3313532797.64	15.783333	-61.5025	9740	1.99
3313526820.95	15.804823	-61.504094	2043.457	1.95
3313492259.52	15.747768	-61.4854	16512.451	2.41
3313463717.92	15.82219	-61.682849	13424.805	2.66
3313447677.57	15.631833	-61.5085	10110	2
3313435528.45	15.912699	-61.538249	17171.631	2.69
3313420080.87	15.830333	-61.603833	11600	2.72
3313418032.68	15.711889	-61.520038	14139.404	2.63
3313402434.89	15.920158	-61.590425	14732.666	1.99
3313378911.8	15.816667	-61.515	10220	2.22
3313378825.32	15.841833	-61.528833	3650	2.31
3313376250.02	15.829986	-61.522451	10425.537	2.63
3313352494.25	15.790333	-61.750667	30000	3.11
3313351685.95	15.831452	-61.616807	13743.896	2.99
3313346547.99	15.831691	-61.634478	4152.832	2.46
3313343192.96	15.844636	-61.651643	8898.926	2.29
3313328280	15.833	-61.6	11000	3.8
3313318341.52	15.735306	-61.546105	14666.748	3.16
3313302003.2	15.760833	-61.487	7810	3.16
3313296247.39	15.863833	-61.638667	3370	2.44
3313289693.78	15.909667	-61.569333	22200	2.97
3313288710.99	15.869167	-61.647	2810	2.44
3313287412.25	15.718333	-61.5265	13020	2.65
3313286509.15	15.841446	-61.53103	12337.158	3.27
3313253129.43	15.839426	-61.614753	16380.615	2.57
3313252130.57	15.827	-61.545667	9430	2
3313246650.56	15.813543	-61.520048	1614.99	2.27
3313240893.31	15.729322	-61.565995	12337.158	3.1
3313240295.4	15.743778	-61.543363	10184.326	2.93
3313240104.19	15.73032	-61.557422	13150.635	2.94
3313239253.98	15.738537	-61.575772	3032.227	2.04
3313239149.56	15.731315	-61.565653	428.467	2.81
3313239107.49	15.734833	-61.5755	8670	2.43
3313237436.31	15.744333	-61.563333	10710	3.33
3313235955.7	15.744268	-61.575603	13018.799	4.13
3313227617.15	15.841167	-61.6225	2710	2.03
3313203195.2	15.833196	-61.617666	12128.906	1.55
3313196124.86	15.815535	-61.524508	32.959	1.69
3313177410.04	15.945066	-61.604168	13457.764	2.35
3313174028.09	15.723849	-61.481973	13084.717	1.85
3313168043.63	15.818523	-61.541663	32.959	1.93
3313162951.47	15.758482	-61.492088	395.508	1.84
3313162081.11	15.825709	-61.639964	1516.113	1.49
3313158123.91	15.839427	-61.613037	10886.963	2.35
3313152883.95	15.748017	-61.502035	7844.238	1.55
3313151417.68	15.743782	-61.492946	1351.318	1.92
3313150139.34	15.803	-61.457167	27000	3.05
3313149819.94	15.739795	-61.482314	15391.846	3.33
3313147794.02	15.807795	-61.591235	13381.348	1.45
3313147709.94	15.734833	-61.568	13890	2.08
