sec	lat	lon	z	mag
3310259151.9	15.76047	-61.450928	12788.086	2.88
3310258698.42	15.747517	-61.528444	7228.516	2.89
3310258512.23	15.9455	-61.612167	27000	2.97
3310257739.06	15.910667	-61.515	32000	2.99
3310257604.06	15.865083	-61.623174	31222.656	2.87
3310255709.31	15.808	-61.331667	71410	2.86
3310255599.79	15.812833	-61.497167	33140	2.81
3310254131.02	15.894667	-61.599	29050	2.99
3310253135.59	15.7925	-61.554167	32810	2.97
3310252674.53	15.8815	-61.558	56320	2.31
3310252545.3	15.981416	-61.645731	7086.182	2.9
3310252382.86	15.685484	-61.834286	80265.625	2.48
3310251572.18	15.821061	-61.807049	28585.938	2.5
3310251058.07	15.881333	-61.541667	27880	2.55
3310250608.3	15.73556	-61.509237	7119.141	2.68
3310250479.71	15.729167	-61.781333	26500	4.4
3310249880.54	15.893667	-61.594333	28000	3.17
3310248871.69	15.853167	-61.596167	9260	3.31
3310247908.38	15.714613	-61.409787	11733.398	2.66
3310246119.02	15.725581	-61.422815	87648.438	2.6
3310243933.11	15.893667	-61.602667	27000	3.16
3310242619.43	15.777	-61.584333	17550	2.98
3310242276.89	15.986406	-61.633374	8734.131	3.21
3310241343.55	15.793361	-61.524334	22785.156	2.67
3310240232.96	15.818833	-61.4875	24890	2.26
3310240128.93	15.77816	-61.45384	11173.096	2.68
3310239392.32	15.7275	-61.609	22100	4.1
3310239056.77	15.825192	-61.667069	18566.406	3.2
3310238670.33	15.785833	-61.537	25130	2.94
3310237927.99	15.866844	-61.586971	14996.338	4.2
3310237215.71	15.691833	-61.4915	7210	2.92
3310236662.3	15.7865	-61.549	21600	2.77
3310236358.17	15.780667	-61.534167	29810	2.93
3310235567.12	15.809333	-61.435833	27000	3.01
3310234270.91	15.779406	-61.544914	11974.609	2.85
3310233804.37	15.828821	-61.352396	18984.375	2.95
3310233614.53	15.757464	-61.598417	56007.812	3.1
3310233164.41	15.665285	-61.422493	65.918	2.79
3310232034.13	15.900833	-61.547667	35170	2.64
3310231033	15.892	-61.647167	28050	2.92
3310230265.41	15.71503	-61.286676	65.918	2.86
3310229999.29	15.642167	-61.6845	35600	4.1
3310229983.25	15.847	-61.590333	9410	4.2
3310229766.92	15.704663	-61.527753	11997.07	3.12
3310229298.78	15.899833	-61.6895	30800	3.07
3310228925.87	15.676667	-61.889667	5640	2.54
3310228339.18	15.892333	-61.6	30270	3.02
3310227255.56	15.810833	-61.483167	27990	2.49
3310226564.95	15.586745	-61.622493	36281.25	2.99
3310225963.68	15.748167	-61.792333	27000	2.82
3310225757.62	15.8205	-61.589	31780	3.14
3310225402.11	15.9015	-61.663833	30210	3.09
3310224781.61	15.757667	-61.740333	14100	4.8
3310224096.6	15.742482	-61.342553	3295.898	3.13
3310223807.95	15.758	-61.7635	15000	2.68
3310223562.86	15.874667	-61.607167	29360	3.17
3310223186.03	15.938667	-61.8595	28000	3.24
3310222895.75	15.791299	-61.679392	18193.359	3.13
3310222573.25	15.681226	-61.591181	7712.402	2.74
3310220660.45	15.8595	-61.629833	18880	2.87
3310220475.82	15.885	-61.564667	48880	2.73
3310220316.52	15.834833	-61.455167	23590	2.78
3310219226.28	15.52297	-61.802311	15187.5	3.02
3310217577.72	15.865167	-61.649333	22490	3.13
3310215494.79	15.771438	-61.501006	11447.266	3.15
3310215360.54	15.717573	-61.351488	92921.875	2.54
3310215228.67	15.902667	-61.742333	38000	2.92
3310213945.1	15.817277	-61.540805	6855.469	3.11
3310213763.77	15.813667	-61.465833	27150	2.93
3310213389.93	15.773386	-61.356937	7492.188	2.15
3310212954.85	15.646812	-61.648418	21225.586	3.8
3310212758.25	15.824667	-61.529667	75690	3.09
3310212370.45	15.901333	-61.582	36120	3.17
3310211687.31	15.923167	-61.744167	35450	3.21
3310211213.94	15.754994	-61.504779	65.918	3.16
3310210034.24	15.808303	-61.563446	25971.68	4.4
3310209955.04	15.894333	-61.673667	32420	3
3310207662.55	15.650844	-61.538716	131.836	2.78
3310207296.68	15.8691	-61.466689	11601.562	2.93
3310206599.14	15.762333	-61.625	26600	4.5
3310206391.55	15.832206	-61.603255	8833.008	2.89
3310206320.37	15.839667	-61.719167	28000	3.14
3310205522.61	15.697596	-61.705374	527.344	2.76
3310205341.67	15.913667	-61.5785	27000	2.9
3310204860.17	15.7	-61.871333	27000	2.86
3310204860.29	15.810304	-61.508554	11997.07	2.83
3310204397.07	15.774667	-61.7995	27000	2.66
3310203526.39	15.845333	-61.572667	3000	4.4
3310203151.85	15.843167	-61.6035	31440	2.9
3310202727.61	15.746333	-61.762667	28200	4.4
3310202142.38	15.721653	-61.461803	9914.062	3.05
3310202019.76	15.837191	-61.400814	36914.062	2.65
3310201679.26	15.8155	-61.3975	16550	2.39
3310201541.41	15.670624	-61.469151	9228.516	3.8
3310201327.21	15.82673	-61.591243	13117.676	4.5
3310201257.8	15.833206	-61.403561	25839.844	2.52
3310200905.49	15.706612	-61.644344	131.836	2.35
3310200708.6	15.576	-61.848167	87000	2.65
3310200513.19	15.832167	-61.590167	9250	4.4
3310200241.84	15.731833	-61.897833	28000	2.83
3310200132.52	15.763667	-61.604	22700	4.6
3310199928.58	15.845	-61.679	26400	4.5
3310199789.62	15.722667	-61.607167	27800	4.8
3310199659.4	15.855577	-61.319479	10085.449	4.3
3310199508.38	15.762167	-61.650667	27900	4.3
3310199264.01	15.828	-61.615667	35000	4.9
3310198867.93	15.774177	-61.480253	12886.963	6.3
3310198775.2	15.771935	-61.484884	13908.691	3.05
3309867127.19	15.59826	-61.42029	2010.498	1.62
3309848265.21	15.595013	-61.400241	1977.539	1.77
3309844004.54	15.601482	-61.379331	2043.457	1.78
3308220259.14	15.940835	-61.593009	2109.375	-0.82
3307903919.76	15.6165	-61.5305	10590	2.54
3307893737.21	15.637379	-61.421818	2043.457	2.29
3307882210.82	15.581081	-61.475645	16325.195	2.78
3307150213.22	15.763464	-61.51747	145392.578	2.76
3306827257.71	15.953806	-61.464616	25817.383	1.67
3306768767.29	15.916877	-61.334873	100304.688	2.66
3306557544.21	15.954776	-61.382908	13556.641	1.89
3305695364.49	15.98063	-61.697405	1054.688	0.36
3305436536.49	15.917135	-61.474922	105.469	1.51
3304599081.66	15.677167	-61.447333	28950	2.28
3304587293.84	15.849148	-61.398064	28058.594	1.25
3303064392.63	15.996574	-61.69742	1054.688	0.71
3302834424.23	15.801252	-61.304773	17511.719	1.26
3302685051.08	15.567111	-61.409849	13688.477	1.8
3302342083.73	15.596031	-61.476328	8810.547	1.24
3301386151.12	15.916667	-61.486	14450	0.77
3300867900.31	15.537682	-61.355381	2043.457	0.86
3300609411.79	15.960783	-61.469421	21730.469	1.19
3300588756.85	15.892522	-61.495172	16391.113	2.08
3300586168.63	15.810801	-61.52811	2043.457	1.3
3300585895.35	15.74652	-61.534618	16061.523	1.61
3300585703.05	15.864618	-61.50684	16786.621	1.61
3300585519.11	15.764211	-61.520729	16116.943	3.08
3295645637.41	15.968743	-61.579287	116542.969	2.5
3294803377.56	15.579583	-61.54453	2152.832	1.07
3293791949.2	15.988152	-61.629769	6371.582	1.84
3293783771.57	15.57809	-61.529793	17511.719	1.97
3291123610.86	15.644859	-61.438613	20170.898	1.99
3289326996.54	15.55515	-61.407113	2350.586	1.51
3286992018.77	15.688585	-61.747197	180856.445	3.08
3282155022.54	15.975833	-61.643	95000	2.63
